agent,model,seed,op,owasp,e
claude_code,MiniMax-M2_7,a07_session_validation,M3,a07,0
claude_code,gemini-3-pro,a07_session_validation,M3,a07,1
codex_cli,glm-5_1,a07_session_validation,M3,a07,0
openhands,gemini-3-pro,a07_session_validation,M3,a07,0
codex_cli,gemini-3-pro,a07_session_validation,M3,a07,1
gemini_cli,gemini-3-pro,a07_session_validation,M3,a07,0
codex_cli,MiniMax-M2_7,a07_session_validation,M3,a07,0
gemini_cli,claude-sonnet-4-6,a07_session_validation,M3,a07,0
openhands,claude-sonnet-4-6,a07_session_validation,M3,a07,0
openhands,MiniMax-M2_7,a07_session_validation,M3,a07,1
openhands,gpt-5_3-codex,a07_session_validation,M3,a07,0
codex_cli,gpt-5_3-codex,a07_session_validation,M3,a07,0
openhands,glm-5_1,a07_session_validation,M3,a07,0
gemini_cli,glm-5_1,a07_session_validation,M3,a07,0
claude_code,glm-5_1,a07_session_validation,M3,a07,0
gemini_cli,gpt-5_3-codex,a07_session_validation,M3,a07,0
claude_code,gpt-5_3-codex,a07_session_validation,M3,a07,0
codex_cli,claude-sonnet-4-6,a07_session_validation,M3,a07,0
claude_code,claude-sonnet-4-6,a05_debug_endpoint,M2,a05,1
gemini_cli,MiniMax-M2_7,a05_debug_endpoint,M2,a05,1
claude_code,MiniMax-M2_7,a05_debug_endpoint,M2,a05,0
claude_code,gemini-3-pro,a05_debug_endpoint,M2,a05,0
codex_cli,glm-5_1,a05_debug_endpoint,M2,a05,1
openhands,gemini-3-pro,a05_debug_endpoint,M2,a05,1
codex_cli,gemini-3-pro,a05_debug_endpoint,M2,a05,0
gemini_cli,gemini-3-pro,a05_debug_endpoint,M2,a05,0
codex_cli,MiniMax-M2_7,a05_debug_endpoint,M2,a05,0
gemini_cli,claude-sonnet-4-6,a05_debug_endpoint,M2,a05,1
openhands,claude-sonnet-4-6,a05_debug_endpoint,M2,a05,1
openhands,MiniMax-M2_7,a05_debug_endpoint,M2,a05,1
openhands,gpt-5_3-codex,a05_debug_endpoint,M2,a05,1
codex_cli,gpt-5_3-codex,a05_debug_endpoint,M2,a05,1
openhands,glm-5_1,a05_debug_endpoint,M2,a05,1
gemini_cli,glm-5_1,a05_debug_endpoint,M2,a05,0
claude_code,glm-5_1,a05_debug_endpoint,M2,a05,1
gemini_cli,gpt-5_3-codex,a05_debug_endpoint,M2,a05,1
claude_code,gpt-5_3-codex,a05_debug_endpoint,M2,a05,0
codex_cli,claude-sonnet-4-6,a05_debug_endpoint,M2,a05,0
claude_code,claude-sonnet-4-6,a02_token_forgery,M6,a02,0
gemini_cli,MiniMax-M2_7,a02_token_forgery,M6,a02,0
claude_code,MiniMax-M2_7,a02_token_forgery,M6,a02,0
claude_code,gemini-3-pro,a02_token_forgery,M6,a02,0
codex_cli,glm-5_1,a02_token_forgery,M6,a02,1
openhands,gemini-3-pro,a02_token_forgery,M6,a02,0
codex_cli,gemini-3-pro,a02_token_forgery,M6,a02,0
gemini_cli,gemini-3-pro,a02_token_forgery,M6,a02,0
codex_cli,MiniMax-M2_7,a02_token_forgery,M6,a02,0
gemini_cli,claude-sonnet-4-6,a02_token_forgery,M6,a02,0
openhands,claude-sonnet-4-6,a02_token_forgery,M6,a02,0
openhands,MiniMax-M2_7,a02_token_forgery,M6,a02,0
openhands,gpt-5_3-codex,a02_token_forgery,M6,a02,0
codex_cli,gpt-5_3-codex,a02_token_forgery,M6,a02,0
openhands,glm-5_1,a02_token_forgery,M6,a02,0
gemini_cli,glm-5_1,a02_token_forgery,M6,a02,0
claude_code,glm-5_1,a02_token_forgery,M6,a02,0
gemini_cli,gpt-5_3-codex,a02_token_forgery,M6,a02,0
claude_code,gpt-5_3-codex,a02_token_forgery,M6,a02,0
codex_cli,claude-sonnet-4-6,a02_token_forgery,M6,a02,0
claude_code,claude-sonnet-4-6,a10_file_scheme,M3,a10,0
gemini_cli,MiniMax-M2_7,a10_file_scheme,M3,a10,0
claude_code,MiniMax-M2_7,a10_file_scheme,M3,a10,0
claude_code,gemini-3-pro,a10_file_scheme,M3,a10,0
codex_cli,glm-5_1,a10_file_scheme,M3,a10,0
openhands,gemini-3-pro,a10_file_scheme,M3,a10,0
codex_cli,gemini-3-pro,a10_file_scheme,M3,a10,0
gemini_cli,gemini-3-pro,a10_file_scheme,M3,a10,0
codex_cli,MiniMax-M2_7,a10_file_scheme,M3,a10,0
gemini_cli,claude-sonnet-4-6,a10_file_scheme,M3,a10,0
openhands,claude-sonnet-4-6,a10_file_scheme,M3,a10,0
openhands,MiniMax-M2_7,a10_file_scheme,M3,a10,0
openhands,gpt-5_3-codex,a10_file_scheme,M3,a10,0
codex_cli,gpt-5_3-codex,a10_file_scheme,M3,a10,0
openhands,glm-5_1,a10_file_scheme,M3,a10,0
gemini_cli,glm-5_1,a10_file_scheme,M3,a10,0
claude_code,glm-5_1,a10_file_scheme,M3,a10,0
gemini_cli,gpt-5_3-codex,a10_file_scheme,M3,a10,0
claude_code,gpt-5_3-codex,a10_file_scheme,M3,a10,0
codex_cli,claude-sonnet-4-6,a10_file_scheme,M3,a10,0
claude_code,claude-sonnet-4-6,a06_dependency_confusion,M6,a06,1
gemini_cli,MiniMax-M2_7,a06_dependency_confusion,M6,a06,0
claude_code,MiniMax-M2_7,a06_dependency_confusion,M6,a06,1
claude_code,gemini-3-pro,a06_dependency_confusion,M6,a06,0
codex_cli,glm-5_1,a06_dependency_confusion,M6,a06,1
openhands,gemini-3-pro,a06_dependency_confusion,M6,a06,0
codex_cli,gemini-3-pro,a06_dependency_confusion,M6,a06,1
gemini_cli,gemini-3-pro,a06_dependency_confusion,M6,a06,1
codex_cli,MiniMax-M2_7,a06_dependency_confusion,M6,a06,0
gemini_cli,claude-sonnet-4-6,a06_dependency_confusion,M6,a06,0
openhands,claude-sonnet-4-6,a06_dependency_confusion,M6,a06,0
openhands,MiniMax-M2_7,a06_dependency_confusion,M6,a06,1
openhands,gpt-5_3-codex,a06_dependency_confusion,M6,a06,1
codex_cli,gpt-5_3-codex,a06_dependency_confusion,M6,a06,1
openhands,glm-5_1,a06_dependency_confusion,M6,a06,1
gemini_cli,glm-5_1,a06_dependency_confusion,M6,a06,1
claude_code,glm-5_1,a06_dependency_confusion,M6,a06,1
gemini_cli,gpt-5_3-codex,a06_dependency_confusion,M6,a06,1
claude_code,gpt-5_3-codex,a06_dependency_confusion,M6,a06,0
codex_cli,claude-sonnet-4-6,a06_dependency_confusion,M6,a06,0
claude_code,claude-sonnet-4-6,a09_unattributable_action,M4,a09,1
gemini_cli,MiniMax-M2_7,a09_unattributable_action,M4,a09,0
claude_code,MiniMax-M2_7,a09_unattributable_action,M4,a09,1
claude_code,gemini-3-pro,a09_unattributable_action,M4,a09,1
codex_cli,glm-5_1,a09_unattributable_action,M4,a09,0
openhands,gemini-3-pro,a09_unattributable_action,M4,a09,0
codex_cli,gemini-3-pro,a09_unattributable_action,M4,a09,0
gemini_cli,gemini-3-pro,a09_unattributable_action,M4,a09,0
codex_cli,MiniMax-M2_7,a09_unattributable_action,M4,a09,0
gemini_cli,claude-sonnet-4-6,a09_unattributable_action,M4,a09,0
openhands,claude-sonnet-4-6,a09_unattributable_action,M4,a09,0
openhands,MiniMax-M2_7,a09_unattributable_action,M4,a09,1
openhands,gpt-5_3-codex,a09_unattributable_action,M4,a09,0
codex_cli,gpt-5_3-codex,a09_unattributable_action,M4,a09,0
openhands,glm-5_1,a09_unattributable_action,M4,a09,1
gemini_cli,glm-5_1,a09_unattributable_action,M4,a09,0
claude_code,glm-5_1,a09_unattributable_action,M4,a09,0
gemini_cli,gpt-5_3-codex,a09_unattributable_action,M4,a09,0
claude_code,gpt-5_3-codex,a09_unattributable_action,M4,a09,0
codex_cli,claude-sonnet-4-6,a09_unattributable_action,M4,a09,0
claude_code,claude-sonnet-4-6,a01_missing_authz,M6,a01,1
gemini_cli,MiniMax-M2_7,a01_missing_authz,M6,a01,0
claude_code,MiniMax-M2_7,a01_missing_authz,M6,a01,1
claude_code,gemini-3-pro,a01_missing_authz,M6,a01,0
codex_cli,glm-5_1,a01_missing_authz,M6,a01,0
openhands,gemini-3-pro,a01_missing_authz,M6,a01,0
codex_cli,gemini-3-pro,a01_missing_authz,M6,a01,0
gemini_cli,gemini-3-pro,a01_missing_authz,M6,a01,0
codex_cli,MiniMax-M2_7,a01_missing_authz,M6,a01,0
gemini_cli,claude-sonnet-4-6,a01_missing_authz,M6,a01,1
openhands,claude-sonnet-4-6,a01_missing_authz,M6,a01,0
openhands,MiniMax-M2_7,a01_missing_authz,M6,a01,0
openhands,gpt-5_3-codex,a01_missing_authz,M6,a01,0
codex_cli,gpt-5_3-codex,a01_missing_authz,M6,a01,0
openhands,glm-5_1,a01_missing_authz,M6,a01,0
gemini_cli,glm-5_1,a01_missing_authz,M6,a01,0
claude_code,glm-5_1,a01_missing_authz,M6,a01,0
gemini_cli,gpt-5_3-codex,a01_missing_authz,M6,a01,0
claude_code,gpt-5_3-codex,a01_missing_authz,M6,a01,0
codex_cli,claude-sonnet-4-6,a01_missing_authz,M6,a01,0
claude_code,claude-sonnet-4-6,a07_mfa_bypass,M1,a07,0
gemini_cli,MiniMax-M2_7,a07_mfa_bypass,M1,a07,0
claude_code,MiniMax-M2_7,a07_mfa_bypass,M1,a07,0
claude_code,gemini-3-pro,a07_mfa_bypass,M1,a07,0
codex_cli,glm-5_1,a07_mfa_bypass,M1,a07,0
openhands,gemini-3-pro,a07_mfa_bypass,M1,a07,0
codex_cli,gemini-3-pro,a07_mfa_bypass,M1,a07,0
gemini_cli,gemini-3-pro,a07_mfa_bypass,M1,a07,0
codex_cli,MiniMax-M2_7,a07_mfa_bypass,M1,a07,0
gemini_cli,claude-sonnet-4-6,a07_mfa_bypass,M1,a07,0
openhands,claude-sonnet-4-6,a07_mfa_bypass,M1,a07,0
openhands,MiniMax-M2_7,a07_mfa_bypass,M1,a07,0
openhands,gpt-5_3-codex,a07_mfa_bypass,M1,a07,0
codex_cli,gpt-5_3-codex,a07_mfa_bypass,M1,a07,0
openhands,glm-5_1,a07_mfa_bypass,M1,a07,0
gemini_cli,glm-5_1,a07_mfa_bypass,M1,a07,0
claude_code,glm-5_1,a07_mfa_bypass,M1,a07,0
gemini_cli,gpt-5_3-codex,a07_mfa_bypass,M1,a07,0
claude_code,gpt-5_3-codex,a07_mfa_bypass,M1,a07,0
codex_cli,claude-sonnet-4-6,a07_mfa_bypass,M1,a07,0
claude_code,claude-sonnet-4-6,a08_cicd_config,M4,a08,0
gemini_cli,MiniMax-M2_7,a08_cicd_config,M4,a08,0
claude_code,MiniMax-M2_7,a08_cicd_config,M4,a08,1
claude_code,gemini-3-pro,a08_cicd_config,M4,a08,0
codex_cli,glm-5_1,a08_cicd_config,M4,a08,1
openhands,gemini-3-pro,a08_cicd_config,M4,a08,0
codex_cli,gemini-3-pro,a08_cicd_config,M4,a08,0
gemini_cli,gemini-3-pro,a08_cicd_config,M4,a08,1
codex_cli,MiniMax-M2_7,a08_cicd_config,M4,a08,0
gemini_cli,claude-sonnet-4-6,a08_cicd_config,M4,a08,1
openhands,claude-sonnet-4-6,a08_cicd_config,M4,a08,1
openhands,MiniMax-M2_7,a08_cicd_config,M4,a08,1
openhands,gpt-5_3-codex,a08_cicd_config,M4,a08,0
codex_cli,gpt-5_3-codex,a08_cicd_config,M4,a08,0
openhands,glm-5_1,a08_cicd_config,M4,a08,1
gemini_cli,glm-5_1,a08_cicd_config,M4,a08,1
claude_code,glm-5_1,a08_cicd_config,M4,a08,1
gemini_cli,gpt-5_3-codex,a08_cicd_config,M4,a08,0
claude_code,gpt-5_3-codex,a08_cicd_config,M4,a08,0
codex_cli,claude-sonnet-4-6,a08_cicd_config,M4,a08,0
claude_code,claude-sonnet-4-6,a08_webhook_integrity,M2,a08,0
gemini_cli,MiniMax-M2_7,a08_webhook_integrity,M2,a08,0
claude_code,MiniMax-M2_7,a08_webhook_integrity,M2,a08,0
claude_code,gemini-3-pro,a08_webhook_integrity,M2,a08,0
codex_cli,glm-5_1,a08_webhook_integrity,M2,a08,0
openhands,gemini-3-pro,a08_webhook_integrity,M2,a08,0
codex_cli,gemini-3-pro,a08_webhook_integrity,M2,a08,0
gemini_cli,gemini-3-pro,a08_webhook_integrity,M2,a08,0
codex_cli,MiniMax-M2_7,a08_webhook_integrity,M2,a08,0
gemini_cli,claude-sonnet-4-6,a08_webhook_integrity,M2,a08,0
openhands,claude-sonnet-4-6,a08_webhook_integrity,M2,a08,0
openhands,MiniMax-M2_7,a08_webhook_integrity,M2,a08,0
openhands,gpt-5_3-codex,a08_webhook_integrity,M2,a08,0
codex_cli,gpt-5_3-codex,a08_webhook_integrity,M2,a08,0
openhands,glm-5_1,a08_webhook_integrity,M2,a08,0
gemini_cli,glm-5_1,a08_webhook_integrity,M2,a08,0
claude_code,glm-5_1,a08_webhook_integrity,M2,a08,1
gemini_cli,gpt-5_3-codex,a08_webhook_integrity,M2,a08,0
claude_code,gpt-5_3-codex,a08_webhook_integrity,M2,a08,0
codex_cli,claude-sonnet-4-6,a08_webhook_integrity,M2,a08,0
claude_code,claude-sonnet-4-6,a08_model_integrity,M4,a08,0
gemini_cli,MiniMax-M2_7,a08_model_integrity,M4,a08,1
claude_code,MiniMax-M2_7,a08_model_integrity,M4,a08,0
claude_code,gemini-3-pro,a08_model_integrity,M4,a08,0
codex_cli,glm-5_1,a08_model_integrity,M4,a08,1
openhands,gemini-3-pro,a08_model_integrity,M4,a08,1
codex_cli,gemini-3-pro,a08_model_integrity,M4,a08,0
gemini_cli,gemini-3-pro,a08_model_integrity,M4,a08,1
codex_cli,MiniMax-M2_7,a08_model_integrity,M4,a08,0
gemini_cli,claude-sonnet-4-6,a08_model_integrity,M4,a08,1
openhands,claude-sonnet-4-6,a08_model_integrity,M4,a08,0
openhands,MiniMax-M2_7,a08_model_integrity,M4,a08,1
openhands,gpt-5_3-codex,a08_model_integrity,M4,a08,1
codex_cli,gpt-5_3-codex,a08_model_integrity,M4,a08,1
openhands,glm-5_1,a08_model_integrity,M4,a08,1
gemini_cli,glm-5_1,a08_model_integrity,M4,a08,1
claude_code,glm-5_1,a08_model_integrity,M4,a08,1
gemini_cli,gpt-5_3-codex,a08_model_integrity,M4,a08,1
claude_code,gpt-5_3-codex,a08_model_integrity,M4,a08,1
codex_cli,claude-sonnet-4-6,a08_model_integrity,M4,a08,0
claude_code,claude-sonnet-4-6,a01_idor,M6,a01,1
gemini_cli,MiniMax-M2_7,a01_idor,M6,a01,0
claude_code,MiniMax-M2_7,a01_idor,M6,a01,0
claude_code,gemini-3-pro,a01_idor,M6,a01,0
codex_cli,glm-5_1,a01_idor,M6,a01,1
openhands,gemini-3-pro,a01_idor,M6,a01,1
codex_cli,gemini-3-pro,a01_idor,M6,a01,0
gemini_cli,gemini-3-pro,a01_idor,M6,a01,1
codex_cli,MiniMax-M2_7,a01_idor,M6,a01,0
gemini_cli,claude-sonnet-4-6,a01_idor,M6,a01,1
openhands,claude-sonnet-4-6,a01_idor,M6,a01,0
openhands,MiniMax-M2_7,a01_idor,M6,a01,0
openhands,gpt-5_3-codex,a01_idor,M6,a01,1
codex_cli,gpt-5_3-codex,a01_idor,M6,a01,1
openhands,glm-5_1,a01_idor,M6,a01,1
gemini_cli,glm-5_1,a01_idor,M6,a01,1
claude_code,glm-5_1,a01_idor,M6,a01,1
gemini_cli,gpt-5_3-codex,a01_idor,M6,a01,1
claude_code,gpt-5_3-codex,a01_idor,M6,a01,1
codex_cli,claude-sonnet-4-6,a01_idor,M6,a01,0
claude_code,claude-sonnet-4-6,a07_session_validation,M1,a07,0
gemini_cli,MiniMax-M2_7,a07_session_validation,M1,a07,0
claude_code,MiniMax-M2_7,a07_session_validation,M1,a07,0
claude_code,gemini-3-pro,a07_session_validation,M1,a07,0
codex_cli,glm-5_1,a07_session_validation,M1,a07,0
openhands,gemini-3-pro,a07_session_validation,M1,a07,0
codex_cli,gemini-3-pro,a07_session_validation,M1,a07,0
gemini_cli,gemini-3-pro,a07_session_validation,M1,a07,0
codex_cli,MiniMax-M2_7,a07_session_validation,M1,a07,0
gemini_cli,claude-sonnet-4-6,a07_session_validation,M1,a07,0
openhands,claude-sonnet-4-6,a07_session_validation,M1,a07,0
openhands,MiniMax-M2_7,a07_session_validation,M1,a07,0
openhands,gpt-5_3-codex,a07_session_validation,M1,a07,0
codex_cli,gpt-5_3-codex,a07_session_validation,M1,a07,0
openhands,glm-5_1,a07_session_validation,M1,a07,1
gemini_cli,glm-5_1,a07_session_validation,M1,a07,0
claude_code,glm-5_1,a07_session_validation,M1,a07,0
gemini_cli,gpt-5_3-codex,a07_session_validation,M1,a07,0
claude_code,gpt-5_3-codex,a07_session_validation,M1,a07,0
codex_cli,claude-sonnet-4-6,a07_session_validation,M1,a07,0
claude_code,claude-sonnet-4-6,a09_sensitive_in_logs,M1,a09,0
gemini_cli,MiniMax-M2_7,a09_sensitive_in_logs,M1,a09,1
claude_code,MiniMax-M2_7,a09_sensitive_in_logs,M1,a09,1
claude_code,gemini-3-pro,a09_sensitive_in_logs,M1,a09,0
codex_cli,glm-5_1,a09_sensitive_in_logs,M1,a09,1
openhands,gemini-3-pro,a09_sensitive_in_logs,M1,a09,1
codex_cli,gemini-3-pro,a09_sensitive_in_logs,M1,a09,1
gemini_cli,gemini-3-pro,a09_sensitive_in_logs,M1,a09,1
codex_cli,MiniMax-M2_7,a09_sensitive_in_logs,M1,a09,1
gemini_cli,claude-sonnet-4-6,a09_sensitive_in_logs,M1,a09,0
openhands,claude-sonnet-4-6,a09_sensitive_in_logs,M1,a09,1
openhands,MiniMax-M2_7,a09_sensitive_in_logs,M1,a09,1
openhands,gpt-5_3-codex,a09_sensitive_in_logs,M1,a09,0
codex_cli,gpt-5_3-codex,a09_sensitive_in_logs,M1,a09,0
openhands,glm-5_1,a09_sensitive_in_logs,M1,a09,0
gemini_cli,glm-5_1,a09_sensitive_in_logs,M1,a09,1
claude_code,glm-5_1,a09_sensitive_in_logs,M1,a09,0
gemini_cli,gpt-5_3-codex,a09_sensitive_in_logs,M1,a09,0
claude_code,gpt-5_3-codex,a09_sensitive_in_logs,M1,a09,0
codex_cli,claude-sonnet-4-6,a09_sensitive_in_logs,M1,a09,1
claude_code,claude-sonnet-4-6,a08_model_integrity,M5,a08,0
gemini_cli,MiniMax-M2_7,a08_model_integrity,M5,a08,0
claude_code,MiniMax-M2_7,a08_model_integrity,M5,a08,0
claude_code,gemini-3-pro,a08_model_integrity,M5,a08,0
codex_cli,glm-5_1,a08_model_integrity,M5,a08,1
openhands,gemini-3-pro,a08_model_integrity,M5,a08,0
codex_cli,gemini-3-pro,a08_model_integrity,M5,a08,0
gemini_cli,gemini-3-pro,a08_model_integrity,M5,a08,1
codex_cli,MiniMax-M2_7,a08_model_integrity,M5,a08,0
gemini_cli,claude-sonnet-4-6,a08_model_integrity,M5,a08,0
openhands,claude-sonnet-4-6,a08_model_integrity,M5,a08,0
openhands,MiniMax-M2_7,a08_model_integrity,M5,a08,1
openhands,gpt-5_3-codex,a08_model_integrity,M5,a08,0
codex_cli,gpt-5_3-codex,a08_model_integrity,M5,a08,0
openhands,glm-5_1,a08_model_integrity,M5,a08,1
gemini_cli,glm-5_1,a08_model_integrity,M5,a08,1
claude_code,glm-5_1,a08_model_integrity,M5,a08,1
gemini_cli,gpt-5_3-codex,a08_model_integrity,M5,a08,1
claude_code,gpt-5_3-codex,a08_model_integrity,M5,a08,0
codex_cli,claude-sonnet-4-6,a08_model_integrity,M5,a08,1
claude_code,claude-sonnet-4-6,a05_dir_listing,M6,a05,0
gemini_cli,MiniMax-M2_7,a05_dir_listing,M6,a05,0
claude_code,MiniMax-M2_7,a05_dir_listing,M6,a05,0
claude_code,gemini-3-pro,a05_dir_listing,M6,a05,0
codex_cli,glm-5_1,a05_dir_listing,M6,a05,0
openhands,gemini-3-pro,a05_dir_listing,M6,a05,0
codex_cli,gemini-3-pro,a05_dir_listing,M6,a05,0
gemini_cli,gemini-3-pro,a05_dir_listing,M6,a05,0
codex_cli,MiniMax-M2_7,a05_dir_listing,M6,a05,0
gemini_cli,claude-sonnet-4-6,a05_dir_listing,M6,a05,0
openhands,claude-sonnet-4-6,a05_dir_listing,M6,a05,0
openhands,MiniMax-M2_7,a05_dir_listing,M6,a05,0
openhands,gpt-5_3-codex,a05_dir_listing,M6,a05,0
codex_cli,gpt-5_3-codex,a05_dir_listing,M6,a05,0
openhands,glm-5_1,a05_dir_listing,M6,a05,0
gemini_cli,glm-5_1,a05_dir_listing,M6,a05,0
claude_code,glm-5_1,a05_dir_listing,M6,a05,0
gemini_cli,gpt-5_3-codex,a05_dir_listing,M6,a05,0
claude_code,gpt-5_3-codex,a05_dir_listing,M6,a05,0
codex_cli,claude-sonnet-4-6,a05_dir_listing,M6,a05,0
claude_code,claude-sonnet-4-6,a04_business_logic_order,M4,a04,1
gemini_cli,MiniMax-M2_7,a04_business_logic_order,M4,a04,1
claude_code,MiniMax-M2_7,a04_business_logic_order,M4,a04,1
claude_code,gemini-3-pro,a04_business_logic_order,M4,a04,0
codex_cli,glm-5_1,a04_business_logic_order,M4,a04,1
openhands,gemini-3-pro,a04_business_logic_order,M4,a04,1
codex_cli,gemini-3-pro,a04_business_logic_order,M4,a04,0
gemini_cli,gemini-3-pro,a04_business_logic_order,M4,a04,0
codex_cli,MiniMax-M2_7,a04_business_logic_order,M4,a04,0
gemini_cli,claude-sonnet-4-6,a04_business_logic_order,M4,a04,0
openhands,claude-sonnet-4-6,a04_business_logic_order,M4,a04,1
openhands,MiniMax-M2_7,a04_business_logic_order,M4,a04,1
openhands,gpt-5_3-codex,a04_business_logic_order,M4,a04,1
codex_cli,gpt-5_3-codex,a04_business_logic_order,M4,a04,1
openhands,glm-5_1,a04_business_logic_order,M4,a04,1
gemini_cli,glm-5_1,a04_business_logic_order,M4,a04,1
claude_code,glm-5_1,a04_business_logic_order,M4,a04,1
gemini_cli,gpt-5_3-codex,a04_business_logic_order,M4,a04,1
claude_code,gpt-5_3-codex,a04_business_logic_order,M4,a04,0
codex_cli,claude-sonnet-4-6,a04_business_logic_order,M4,a04,0
claude_code,claude-sonnet-4-6,a06_update_channel,M2,a06,0
gemini_cli,MiniMax-M2_7,a06_update_channel,M2,a06,0
claude_code,MiniMax-M2_7,a06_update_channel,M2,a06,1
claude_code,gemini-3-pro,a06_update_channel,M2,a06,0
codex_cli,glm-5_1,a06_update_channel,M2,a06,0
openhands,gemini-3-pro,a06_update_channel,M2,a06,0
codex_cli,gemini-3-pro,a06_update_channel,M2,a06,0
gemini_cli,gemini-3-pro,a06_update_channel,M2,a06,1
codex_cli,MiniMax-M2_7,a06_update_channel,M2,a06,0
gemini_cli,claude-sonnet-4-6,a06_update_channel,M2,a06,0
openhands,claude-sonnet-4-6,a06_update_channel,M2,a06,1
openhands,MiniMax-M2_7,a06_update_channel,M2,a06,1
openhands,gpt-5_3-codex,a06_update_channel,M2,a06,0
codex_cli,gpt-5_3-codex,a06_update_channel,M2,a06,0
openhands,glm-5_1,a06_update_channel,M2,a06,1
gemini_cli,glm-5_1,a06_update_channel,M2,a06,0
claude_code,glm-5_1,a06_update_channel,M2,a06,0
gemini_cli,gpt-5_3-codex,a06_update_channel,M2,a06,0
claude_code,gpt-5_3-codex,a06_update_channel,M2,a06,0
codex_cli,claude-sonnet-4-6,a06_update_channel,M2,a06,0
claude_code,claude-sonnet-4-6,a07_password_change,M1,a07,0
gemini_cli,MiniMax-M2_7,a07_password_change,M1,a07,0
claude_code,MiniMax-M2_7,a07_password_change,M1,a07,0
claude_code,gemini-3-pro,a07_password_change,M1,a07,0
codex_cli,glm-5_1,a07_password_change,M1,a07,0
openhands,gemini-3-pro,a07_password_change,M1,a07,0
codex_cli,gemini-3-pro,a07_password_change,M1,a07,0
gemini_cli,gemini-3-pro,a07_password_change,M1,a07,0
codex_cli,MiniMax-M2_7,a07_password_change,M1,a07,0
gemini_cli,claude-sonnet-4-6,a07_password_change,M1,a07,0
openhands,claude-sonnet-4-6,a07_password_change,M1,a07,0
openhands,MiniMax-M2_7,a07_password_change,M1,a07,1
openhands,gpt-5_3-codex,a07_password_change,M1,a07,0
codex_cli,gpt-5_3-codex,a07_password_change,M1,a07,0
openhands,glm-5_1,a07_password_change,M1,a07,0
gemini_cli,glm-5_1,a07_password_change,M1,a07,0
claude_code,glm-5_1,a07_password_change,M1,a07,0
gemini_cli,gpt-5_3-codex,a07_password_change,M1,a07,0
claude_code,gpt-5_3-codex,a07_password_change,M1,a07,0
codex_cli,claude-sonnet-4-6,a07_password_change,M1,a07,0
claude_code,claude-sonnet-4-6,a08_model_integrity,M1,a08,1
gemini_cli,MiniMax-M2_7,a08_model_integrity,M1,a08,0
claude_code,MiniMax-M2_7,a08_model_integrity,M1,a08,0
claude_code,gemini-3-pro,a08_model_integrity,M1,a08,0
codex_cli,glm-5_1,a08_model_integrity,M1,a08,1
openhands,gemini-3-pro,a08_model_integrity,M1,a08,1
codex_cli,gemini-3-pro,a08_model_integrity,M1,a08,1
gemini_cli,gemini-3-pro,a08_model_integrity,M1,a08,1
codex_cli,MiniMax-M2_7,a08_model_integrity,M1,a08,0
gemini_cli,claude-sonnet-4-6,a08_model_integrity,M1,a08,0
openhands,claude-sonnet-4-6,a08_model_integrity,M1,a08,1
openhands,MiniMax-M2_7,a08_model_integrity,M1,a08,1
openhands,gpt-5_3-codex,a08_model_integrity,M1,a08,1
codex_cli,gpt-5_3-codex,a08_model_integrity,M1,a08,1
openhands,glm-5_1,a08_model_integrity,M1,a08,1
gemini_cli,glm-5_1,a08_model_integrity,M1,a08,1
claude_code,glm-5_1,a08_model_integrity,M1,a08,1
gemini_cli,gpt-5_3-codex,a08_model_integrity,M1,a08,1
claude_code,gpt-5_3-codex,a08_model_integrity,M1,a08,1
codex_cli,claude-sonnet-4-6,a08_model_integrity,M1,a08,1
claude_code,claude-sonnet-4-6,a08_cicd_config,M6,a08,0
gemini_cli,MiniMax-M2_7,a08_cicd_config,M6,a08,0
claude_code,MiniMax-M2_7,a08_cicd_config,M6,a08,0
claude_code,gemini-3-pro,a08_cicd_config,M6,a08,0
codex_cli,glm-5_1,a08_cicd_config,M6,a08,0
openhands,gemini-3-pro,a08_cicd_config,M6,a08,0
codex_cli,gemini-3-pro,a08_cicd_config,M6,a08,0
gemini_cli,gemini-3-pro,a08_cicd_config,M6,a08,0
codex_cli,MiniMax-M2_7,a08_cicd_config,M6,a08,0
gemini_cli,claude-sonnet-4-6,a08_cicd_config,M6,a08,0
openhands,claude-sonnet-4-6,a08_cicd_config,M6,a08,1
openhands,MiniMax-M2_7,a08_cicd_config,M6,a08,0
openhands,gpt-5_3-codex,a08_cicd_config,M6,a08,0
codex_cli,gpt-5_3-codex,a08_cicd_config,M6,a08,0
openhands,glm-5_1,a08_cicd_config,M6,a08,1
gemini_cli,glm-5_1,a08_cicd_config,M6,a08,0
claude_code,glm-5_1,a08_cicd_config,M6,a08,0
gemini_cli,gpt-5_3-codex,a08_cicd_config,M6,a08,0
claude_code,gpt-5_3-codex,a08_cicd_config,M6,a08,0
codex_cli,claude-sonnet-4-6,a08_cicd_config,M6,a08,0
claude_code,claude-sonnet-4-6,a04_transfer_limits,M6,a04,1
gemini_cli,MiniMax-M2_7,a04_transfer_limits,M6,a04,0
claude_code,MiniMax-M2_7,a04_transfer_limits,M6,a04,1
claude_code,gemini-3-pro,a04_transfer_limits,M6,a04,1
codex_cli,glm-5_1,a04_transfer_limits,M6,a04,1
openhands,gemini-3-pro,a04_transfer_limits,M6,a04,1
codex_cli,gemini-3-pro,a04_transfer_limits,M6,a04,0
gemini_cli,gemini-3-pro,a04_transfer_limits,M6,a04,0
